Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      3.51     0.00       85     0.00     0.00  std::allocator_traits<std::allocator<unsigned char> >::select_on_container_copy_construction(std::allocator<unsigned char> const&)
  0.00      3.51     0.00       85     0.00     0.00  std::enable_if<!std::allocator_traits<std::allocator<unsigned char> >::__select_helper<std::allocator<unsigned char> const>::value, std::allocator<unsigned char> const>::type std::allocator_traits<std::allocator<unsigned char> >::_S_select<std::allocator<unsigned char> const>(std::allocator<unsigned char> const&)
  0.00      3.51     0.00       85     0.00     0.00  std::istream_iterator<std::string, char, std::char_traits<char>, long>::istream_iterator(std::istream&)
  0.00      3.51     0.00       85     0.00     0.00  std::istream_iterator<std::string, char, std::char_traits<char>, long>::istream_iterator()
  0.00      3.51     0.00       85     0.00     0.00  unsigned char* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*)
  0.00      3.51     0.00       85     0.00     0.00  std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::push_back(std::vector<unsigned char, std::allocator<unsigned char> > const&)
  0.00      3.51     0.00       85     0.00     0.00  void std::vector<std::string, std::allocator<std::string> >::_M_range_initialize<std::istream_iterator<std::string, char, std::char_traits<char>, long> >(std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::input_iterator_tag)
  0.00      3.51     0.00       85     0.00     0.00  void std::vector<std::string, std::allocator<std::string> >::_M_initialize_dispatch<std::istream_iterator<std::string, char, std::char_traits<char>, long> >(std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::__false_type)
  0.00      3.51     0.00       85     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::end()
  0.00      3.51     0.00       85     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::begin()
  0.00      3.51     0.00       85     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::vector<std::istream_iterator<std::string, char, std::char_traits<char>, long>, void>(std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::allocator<std::string> const&)
  0.00      3.51     0.00       85     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::~vector()
  0.00      3.51     0.00       85     0.00     0.00  std::vector<char, std::allocator<char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned long, char const&)
  0.00      3.51     0.00       85     0.00     0.00  std::vector<char, std::allocator<char> >::insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned long, char const&)
  0.00      3.51     0.00       85     0.00     0.00  std::vector<char, std::allocator<char> >::resize(unsigned long, char const&)
  0.00      3.51     0.00       85     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::_M_erase_at_end(unsigned char*)
  0.00      3.51     0.00       85     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::clear()
  0.00      3.51     0.00       85     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::vector(std::vector<unsigned char, std::allocator<unsigned char> > const&)
  0.00      3.51     0.00       85     0.00     0.00  unsigned char* std::__copy_move_a<false, unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*)
  0.00      3.51     0.00       85     0.00     0.00  unsigned char* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*)
  0.00      3.51     0.00       85     0.00     0.00  unsigned char* std::uninitialized_copy<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*)
  0.00      3.51     0.00       85     0.00     0.00  unsigned char* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, unsigned char>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, std::allocator<unsigned char>&)
  0.00      3.51     0.00       85     0.00     0.00  unsigned char* std::copy<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*)
  0.00      3.51     0.00       70     0.00     0.00  std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::size() const
  0.00      3.51     0.00       42     0.00     0.00  __gnu_cxx::new_allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::max_size() const
  0.00      3.51     0.00       32     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::~new_allocator()
  0.00      3.51     0.00       32     0.00     0.00  std::allocator<unsigned long>::~allocator()
  0.00      3.51     0.00       32     0.00     0.00  std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_M_get_Tp_allocator()
  0.00      3.51     0.00       32     0.00     0.00  std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_get_Tp_allocator()
  0.00      3.51     0.00       30     0.00     0.00  std::_Vector_base<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_M_get_Tp_allocator()
  0.00      3.51     0.00       29     0.00     0.00  __gnu_cxx::new_allocator<PossibleCombinations>::~new_allocator()
  0.00      3.51     0.00       29     0.00     0.00  std::allocator<PossibleCombinations>::~allocator()
  0.00      3.51     0.00       29     0.00     0.00  void std::fill<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, bool>(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, bool const&)
  0.00      3.51     0.00       29     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<bool>::__value, void>::__type std::__fill_a<char*, bool>(char*, char*, bool const&)
  0.00      3.51     0.00       28     0.00     0.00  __gnu_cxx::new_allocator<PossibleCombinations>::new_allocator(__gnu_cxx::new_allocator<PossibleCombinations> const&)
  0.00      3.51     0.00       28     0.00     0.00  __gnu_cxx::__normal_iterator<PossibleCombinations const*, std::vector<PossibleCombinations, std::allocator<PossibleCombinations> > >::__normal_iterator(PossibleCombinations const* const&)
  0.00      3.51     0.00       28     0.00     0.00  std::_Vector_base<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_M_get_Tp_allocator() const
  0.00      3.51     0.00       28     0.00     0.00  std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::max_size() const
  0.00      3.51     0.00       28     0.00     0.00  std::allocator<PossibleCombinations>::allocator(std::allocator<PossibleCombinations> const&)
  0.00      3.51     0.00       28     0.00     0.00  std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*>::move_iterator(std::vector<unsigned char, std::allocator<unsigned char> >*)
  0.00      3.51     0.00       28     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::__maxsize_helper<std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > const>::value, unsigned long>::type std::allocator_traits<std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_S_max_size<std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > const>(std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > const&)
  0.00      3.51     0.00       28     0.00     0.00  std::allocator_traits<std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::max_size(std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > const&)
  0.00      3.51     0.00       28     0.00     0.00  std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*> std::__make_move_if_noexcept_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*, std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*> >(std::vector<unsigned char, std::allocator<unsigned char> >*)
  0.00      3.51     0.00       21     0.00     0.00  std::vector<PossibleCombinations, std::allocator<PossibleCombinations> >::size() const
  0.00      3.51     0.00       17     0.00     0.00  __gnu_cxx::new_allocator<PossibleCombinations>::max_size() const
  0.00      3.51     0.00       16     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long)
  0.00      3.51     0.00       16     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*)
  0.00      3.51     0.00       16     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::new_allocator(__gnu_cxx::new_allocator<unsigned long> const&)
  0.00      3.51     0.00       16     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::new_allocator()
  0.00      3.51     0.00       16     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::max_size() const
  0.00      3.51     0.00       16     0.00     0.00  std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_M_get_Tp_allocator() const
  0.00      3.51     0.00       16     0.00     0.00  std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&)
  0.00      3.51     0.00       16     0.00     0.00  std::allocator<unsigned long>::allocator()
  0.00      3.51     0.00       16     0.00     0.00  std::_Iter_base<unsigned long*, false>::_S_base(unsigned long*)
  0.00      3.51     0.00       16     0.00     0.00  void std::_Destroy_aux<false>::__destroy<PossibleCombinations*>(PossibleCombinations*, PossibleCombinations*)
  0.00      3.51     0.00       16     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<unsigned char, std::allocator<unsigned char> >*>(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*)
  0.00      3.51     0.00       16     0.00     0.00  void std::_Destroy_aux<true>::__destroy<unsigned long*>(unsigned long*, unsigned long*)
  0.00      3.51     0.00       16     0.00     0.00  std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_M_deallocate(PossibleCombinations*, unsigned long)
  0.00      3.51     0.00       16     0.00     0.00  std::_Vector_base<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_M_deallocate(std::vector<unsigned char, std::allocator<unsigned char> >*, unsigned long)
  0.00      3.51     0.00       16     0.00     0.00  std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_allocate(unsigned long)
  0.00      3.51     0.00       16     0.00     0.00  std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::_Vector_impl(std::allocator<unsigned long> const&)
  0.00      3.51     0.00       16     0.00     0.00  std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::~_Vector_impl()
  0.00      3.51     0.00       16     0.00     0.00  std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_deallocate(unsigned long*, unsigned long)
  0.00      3.51     0.00       16     0.00     0.00  std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_create_storage(unsigned long)
  0.00      3.51     0.00       16     0.00     0.00  std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_base(unsigned long, std::allocator<unsigned long> const&)
  0.00      3.51     0.00       16     0.00     0.00  std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base()
  0.00      3.51     0.00       16     0.00     0.00  void std::__uninitialized_default_n_1<true>::__uninit_default_n<unsigned long*, unsigned long>(unsigned long*, unsigned long)
  0.00      3.51     0.00       16     0.00     0.00  std::vector<unsigned long, std::allocator<unsigned long> >::_M_default_initialize(unsigned long)
  0.00      3.51     0.00       16     0.00     0.00  std::vector<unsigned long, std::allocator<unsigned long> >::vector(unsigned long, std::allocator<unsigned long> const&)
  0.00      3.51     0.00       16     0.00     0.00  std::vector<unsigned long, std::allocator<unsigned long> >::~vector()
  0.00      3.51     0.00       16     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<unsigned long>::__value, unsigned long*>::__type std::__fill_n_a<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&)
  0.00      3.51     0.00       16     0.00     0.00  std::_Niter_base<unsigned long*>::iterator_type std::__niter_base<unsigned long*>(unsigned long*)
  0.00      3.51     0.00       16     0.00     0.00  void std::__uninitialized_default_n<unsigned long*, unsigned long>(unsigned long*, unsigned long)
  0.00      3.51     0.00       16     0.00     0.00  void std::__uninitialized_default_n_a<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, std::allocator<unsigned long>&)
  0.00      3.51     0.00       16     0.00     0.00  unsigned long* std::fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&)
  0.00      3.51     0.00       16     0.00     0.00  void std::_Destroy<PossibleCombinations*>(PossibleCombinations*, PossibleCombinations*)
  0.00      3.51     0.00       16     0.00     0.00  void std::_Destroy<PossibleCombinations*, PossibleCombinations>(PossibleCombinations*, PossibleCombinations*, std::allocator<PossibleCombinations>&)
  0.00      3.51     0.00       16     0.00     0.00  void std::_Destroy<std::vector<unsigned char, std::allocator<unsigned char> >*>(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*)
  0.00      3.51     0.00       16     0.00     0.00  void std::_Destroy<std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> > >(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > >&)
  0.00      3.51     0.00       16     0.00     0.00  void std::_Destroy<unsigned long*>(unsigned long*, unsigned long*)
  0.00      3.51     0.00       16     0.00     0.00  void std::_Destroy<unsigned long*, unsigned long>(unsigned long*, unsigned long*, std::allocator<unsigned long>&)
  0.00      3.51     0.00       15     0.00     0.00  Matrix<PossibleCombinations>::~Matrix()
  0.00      3.51     0.00       15     0.00     0.00  MatrixB::set(bool)
  0.00      3.51     0.00       15     0.00     0.00  __gnu_cxx::new_allocator<PossibleCombinations>::deallocate(PossibleCombinations*, unsigned long)
  0.00      3.51     0.00       15     0.00     0.00  __gnu_cxx::new_allocator<PossibleCombinations>::allocate(unsigned long, void const*)
  0.00      3.51     0.00       15     0.00     0.00  std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_M_allocate(unsigned long)
  0.00      3.51     0.00       15     0.00     0.00  std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_Vector_impl::~_Vector_impl()
  0.00      3.51     0.00       15     0.00     0.00  std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::~_Vector_base()
  0.00      3.51     0.00       15     0.00     0.00  std::vector<PossibleCombinations, std::allocator<PossibleCombinations> >::~vector()
  0.00      3.51     0.00       14     0.00     0.00  PossibleCombinations::keepFirstActiveLine()
  0.00      3.51     0.00       14     0.00     0.00  Matrix<PossibleCombinations>::Matrix(Matrix<PossibleCombinations> const&)
  0.00      3.51     0.00       14     0.00     0.00  __gnu_cxx::new_allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::deallocate(std::vector<unsigned char, std::allocator<unsigned char> >*, unsigned long)
  0.00      3.51     0.00       14     0.00     0.00  __gnu_cxx::new_allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::allocate(unsigned long, void const*)
  0.00      3.51     0.00       14     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<PossibleCombinations> >::_S_select_on_copy(std::allocator<PossibleCombinations> const&)
  0.00      3.51     0.00       14     0.00     0.00  std::vector<PossibleCombinations, std::allocator<PossibleCombinations> >::end() const
  0.00      3.51     0.00       14     0.00     0.00  std::vector<PossibleCombinations, std::allocator<PossibleCombinations> >::begin() const
  0.00      3.51     0.00       14     0.00     0.00  std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_M_check_len(unsigned long, char const*) const
  0.00      3.51     0.00       14     0.00     0.00  std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_Vector_impl::_Vector_impl(std::allocator<PossibleCombinations> const&)
  0.00      3.51     0.00       14     0.00     0.00  std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_M_create_storage(unsigned long)
  0.00      3.51     0.00       14     0.00     0.00  std::_Vector_base<PossibleCombinations, std::allocator<PossibleCombinations> >::_Vector_base(unsigned long, std::allocator<PossibleCombinations> const&)
  0.00      3.51     0.00       14     0.00     0.00  std::_Vector_base<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_M_allocate(unsigned long)
  0.00      3.51     0.00       14     0.00     0.00  std::allocator_traits<std::allocator<PossibleCombinations> >::select_on_container_copy_construction(std::allocator<PossibleCombinations> const&)
  0.00      3.51     0.00       14     0.00     0.00  std::enable_if<!std::allocator_traits<std::allocator<PossibleCombinations> >::__select_helper<std::allocator<PossibleCombinations> const>::value, std::allocator<PossibleCombinations> const>::type std::allocator_traits<std::allocator<PossibleCombinations> >::_S_select<std::allocator<PossibleCombinations> const>(std::allocator<PossibleCombinations> const&)
  0.00      3.51     0.00       14     0.00     0.00  PossibleCombinations* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<PossibleCombinations const*, std::vector<PossibleCombinations, std::allocator<PossibleCombinations> > >, PossibleCombinations*>(__gnu_cxx::__normal_iterator<PossibleCombinations const*, std::vector<PossibleCombinations, std::allocator<PossibleCombinations> > >, __gnu_cxx::__normal_iterator<PossibleCombinations const*, std::vector<PossibleCombinations, std::allocator<PossibleCombinations> > >, PossibleCombinations*)
  0.00      3.51     0.00       14     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*>, std::vector<unsigned char, std::allocator<unsigned char> >*>(std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*>, std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*>, std::vector<unsigned char, std::allocator<unsigned char> >*)
  0.00      3.51     0.00       14     0.00     0.00  std::vector<PossibleCombinations, std::allocator<PossibleCombinations> >::vector(std::vector<PossibleCombinations, std::allocator<PossibleCombinations> > const&)
  0.00      3.51     0.00       14     0.00     0.00  void std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_M_emplace_back_aux<std::vector<unsigned char, std::allocator<unsigned char> > const&>(std::vector<unsigned char, std::allocator<unsigned char> > const&)
  0.00      3.51     0.00       14     0.00     0.00  PossibleCombinations* std::uninitialized_copy<__gnu_cxx::__normal_iterator<PossibleCombinations const*, std::vector<PossibleCombinations, std::allocator<PossibleCombinations> > >, PossibleCombinations*>(__gnu_cxx::__normal_iterator<PossibleCombinations const*, std::vector<PossibleCombinations, std::allocator<PossibleCombinations> > >, __gnu_cxx::__normal_iterator<PossibleCombinations const*, std::vector<PossibleCombinations, std::allocator<PossibleCombinations> > >, PossibleCombinations*)
  0.00      3.51     0.00       14     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >* std::uninitialized_copy<std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*>, std::vector<unsigned char, std::allocator<unsigned char> >*>(std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*>, std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*>, std::vector<unsigned char, std::allocator<unsigned char> >*)
  0.00      3.51     0.00       14     0.00     0.00  PossibleCombinations* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<PossibleCombinations const*, std::vector<PossibleCombinations, std::allocator<PossibleCombinations> > >, PossibleCombinations*, PossibleCombinations>(__gnu_cxx::__normal_iterator<PossibleCombinations const*, std::vector<PossibleCombinations, std::allocator<PossibleCombinations> > >, __gnu_cxx::__normal_iterator<PossibleCombinations const*, std::vector<PossibleCombinations, std::allocator<PossibleCombinations> > >, PossibleCombinations*, std::allocator<PossibleCombinations>&)
  0.00      3.51     0.00       14     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >* std::__uninitialized_copy_a<std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*>, std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> > >(std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*>, std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*>, std::vector<unsigned char, std::allocator<unsigned char> >*, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > >&)
  0.00      3.51     0.00       14     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >* std::__uninitialized_move_if_noexcept_a<std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > >&)
  0.00      3.51     0.00       10     0.00     0.00  std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::size() const
  0.00      3.51     0.00       10     0.00     0.00  std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*&& std::forward<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>(std::remove_reference<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>::type&)
  0.00      3.51     0.00        8     0.00     0.00  PossibleCombinations::dropFirstActiveLine()
  0.00      3.51     0.00        8     0.00     0.00  std::move_iterator<unsigned char*>::base() const
  0.00      3.51     0.00        8     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::max_size() const
  0.00      3.51     0.00        8     0.00     0.00  std::_Iter_base<std::move_iterator<unsigned char*>, true>::_S_base(std::move_iterator<unsigned char*>)
  0.00      3.51     0.00        8     0.00     0.00  std::move_iterator<unsigned char*>::move_iterator(unsigned char*)
  0.00      3.51     0.00        8     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<unsigned char> >::__maxsize_helper<std::allocator<unsigned char> const>::value, unsigned long>::type std::allocator_traits<std::allocator<unsigned char> >::_S_max_size<std::allocator<unsigned char> const>(std::allocator<unsigned char> const&)
  0.00      3.51     0.00        8     0.00     0.00  std::allocator_traits<std::allocator<unsigned char> >::max_size(std::allocator<unsigned char> const&)
  0.00      3.51     0.00        8     0.00     0.00  std::_Miter_base<std::move_iterator<unsigned char*> >::iterator_type std::__miter_base<std::move_iterator<unsigned char*> >(std::move_iterator<unsigned char*>)
  0.00      3.51     0.00        8     0.00     0.00  std::move_iterator<unsigned char*> std::__make_move_if_noexcept_iterator<unsigned char*, std::move_iterator<unsigned char*> >(unsigned char*)
  0.00      3.51     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>::max_size() const
  0.00      3.51     0.00        6     0.00     0.00  std::_Iter_base<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**, false>::_S_base(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**)
  0.00      3.51     0.00        6     0.00     0.00  std::_Niter_base<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**>::iterator_type std::__niter_base<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**>(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**)
  0.00      3.51     0.00        5     0.00     0.00  std::_Vector_base<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::_M_get_Tp_allocator()
  0.00      3.51     0.00        4     0.00     0.00  std::_Vector_base<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::_M_get_Tp_allocator() const
  0.00      3.51     0.00        4     0.00     0.00  std::move_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**>::base() const
  0.00      3.51     0.00        4     0.00     0.00  std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::max_size() const
  0.00      3.51     0.00        4     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::_M_check_len(unsigned long, char const*) const
  0.00      3.51     0.00        4     0.00     0.00  std::_Iter_base<std::move_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**>, true>::_S_base(std::move_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**>)
  0.00      3.51     0.00        4     0.00     0.00  unsigned char* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<unsigned char>(unsigned char const*, unsigned char const*, unsigned char*)
  0.00      3.51     0.00        4     0.00     0.00  std::move_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**>::move_iterator(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**)
