Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      85/85          std::allocator<std::string>::allocator() [273]
[266]    0.0    0.00    0.00      85         __gnu_cxx::new_allocator<std::string>::new_allocator() [266]
-----------------------------------------------
                0.00    0.00      85/85          std::enable_if<std::allocator_traits<std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::__construct_helper<std::vector<unsigned char, std::allocator<unsigned char> >, std::vector<unsigned char, std::allocator<unsigned char> > const&>::value, void>::type std::allocator_traits<std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_S_construct<std::vector<unsigned char, std::allocator<unsigned char> >, std::vector<unsigned char, std::allocator<unsigned char> > const&>(std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > >&, std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> > const&) [282]
[267]    0.0    0.00    0.00      85         void __gnu_cxx::new_allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::construct<std::vector<unsigned char, std::allocator<unsigned char> >, std::vector<unsigned char, std::allocator<unsigned char> > const&>(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> > const&) [267]
                0.00    0.00      85/269         std::vector<unsigned char, std::allocator<unsigned char> > const& std::forward<std::vector<unsigned char, std::allocator<unsigned char> > const&>(std::remove_reference<std::vector<unsigned char, std::allocator<unsigned char> > const&>::type&) [188]
                0.00    0.00      85/2301        operator new(unsigned long, void*) [97]
                0.00    0.00      85/85          std::vector<unsigned char, std::allocator<unsigned char> >::vector(std::vector<unsigned char, std::allocator<unsigned char> > const&) [301]
-----------------------------------------------
                0.00    0.00      85/85          std::vector<unsigned char, std::allocator<unsigned char> >::vector(std::vector<unsigned char, std::allocator<unsigned char> > const&) [301]
[268]    0.0    0.00    0.00      85         __gnu_cxx::__alloc_traits<std::allocator<unsigned char> >::_S_select_on_copy(std::allocator<unsigned char> const&) [268]
                0.00    0.00      85/85          std::allocator_traits<std::allocator<unsigned char> >::select_on_container_copy_construction(std::allocator<unsigned char> const&) [284]
-----------------------------------------------
                0.00    0.00      85/85          std::vector<char, std::allocator<char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned long, char const&) [296]
[269]    0.0    0.00    0.00      85         __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::difference_type __gnu_cxx::operator-<char*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > const&) [269]
                0.00    0.00     170/509         __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::base() const [158]
-----------------------------------------------
                0.00    0.00      85/85          std::vector<unsigned char, std::allocator<unsigned char> >::vector(std::vector<unsigned char, std::allocator<unsigned char> > const&) [301]
[270]    0.0    0.00    0.00      85         std::vector<unsigned char, std::allocator<unsigned char> >::end() const [270]
                0.00    0.00      85/170         __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::__normal_iterator(unsigned char const* const&) [227]
-----------------------------------------------
                0.00    0.00      85/85          std::vector<unsigned char, std::allocator<unsigned char> >::vector(std::vector<unsigned char, std::allocator<unsigned char> > const&) [301]
[271]    0.0    0.00    0.00      85         std::vector<unsigned char, std::allocator<unsigned char> >::begin() const [271]
                0.00    0.00      85/170         __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::__normal_iterator(unsigned char const* const&) [227]
-----------------------------------------------
                0.00    0.00      85/85          std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [275]
[272]    0.0    0.00    0.00      85         std::allocator<std::string>::allocator(std::allocator<std::string> const&) [272]
                0.00    0.00      85/85          __gnu_cxx::new_allocator<std::string>::new_allocator(__gnu_cxx::new_allocator<std::string> const&) [265]
-----------------------------------------------
                0.00    0.00      85/85          main [1]
[273]    0.0    0.00    0.00      85         std::allocator<std::string>::allocator() [273]
                0.00    0.00      85/85          __gnu_cxx::new_allocator<std::string>::new_allocator() [266]
-----------------------------------------------
                0.00    0.00      85/85          unsigned char* std::__copy_move_a<false, unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*) [302]
[274]    0.0    0.00    0.00      85         unsigned char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned char>(unsigned char const*, unsigned char const*, unsigned char*) [274]
-----------------------------------------------
                0.00    0.00      85/85          std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(std::allocator<std::string> const&) [277]
[275]    0.0    0.00    0.00      85         std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [275]
                0.00    0.00      85/85          std::allocator<std::string>::allocator(std::allocator<std::string> const&) [272]
-----------------------------------------------
                0.00    0.00      85/85          std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [278]
[276]    0.0    0.00    0.00      85         std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::~_Vector_impl() [276]
                0.00    0.00      85/170         std::allocator<std::string>::~allocator() [230]
-----------------------------------------------
                0.00    0.00      85/85          std::vector<std::string, std::allocator<std::string> >::vector<std::istream_iterator<std::string, char, std::char_traits<char>, long>, void>(std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::allocator<std::string> const&) [294]
[277]    0.0    0.00    0.00      85         std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(std::allocator<std::string> const&) [277]
                0.00    0.00      85/85          std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [275]
-----------------------------------------------
                0.00    0.00      85/85          std::vector<std::string, std::allocator<std::string> >::~vector() [295]
[278]    0.0    0.00    0.00      85         std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [278]
                0.00    0.00      85/310         std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned long) [177]
                0.00    0.00      85/85          std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::~_Vector_impl() [276]
-----------------------------------------------
                0.00    0.00      85/85          std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base(unsigned long, std::allocator<unsigned char> const&) [281]
[279]    0.0    0.00    0.00      85         std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl(std::allocator<unsigned char> const&) [279]
                0.00    0.00      85/296         std::allocator<unsigned char>::allocator(std::allocator<unsigned char> const&) [186]
-----------------------------------------------
                0.00    0.00      85/85          std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base(unsigned long, std::allocator<unsigned char> const&) [281]
[280]    0.0    0.00    0.00      85         std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_create_storage(unsigned long) [280]
                0.00    0.00      85/89          std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_allocate(unsigned long) [263]
-----------------------------------------------
                0.00    0.00      85/85          std::vector<unsigned char, std::allocator<unsigned char> >::vector(std::vector<unsigned char, std::allocator<unsigned char> > const&) [301]
[281]    0.0    0.00    0.00      85         std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base(unsigned long, std::allocator<unsigned char> const&) [281]
                0.00    0.00      85/85          std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl(std::allocator<unsigned char> const&) [279]
                0.00    0.00      85/85          std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_create_storage(unsigned long) [280]
-----------------------------------------------
                0.00    0.00      85/85          _ZNSt16allocator_traitsISaISt6vectorIhSaIhEEEE9constructIS2_IRKS2_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS3_PT_DpOS8_ [283]
[282]    0.0    0.00    0.00      85         std::enable_if<std::allocator_traits<std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::__construct_helper<std::vector<unsigned char, std::allocator<unsigned char> >, std::vector<unsigned char, std::allocator<unsigned char> > const&>::value, void>::type std::allocator_traits<std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_S_construct<std::vector<unsigned char, std::allocator<unsigned char> >, std::vector<unsigned char, std::allocator<unsigned char> > const&>(std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > >&, std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> > const&) [282]
                0.00    0.00      85/269         std::vector<unsigned char, std::allocator<unsigned char> > const& std::forward<std::vector<unsigned char, std::allocator<unsigned char> > const&>(std::remove_reference<std::vector<unsigned char, std::allocator<unsigned char> > const&>::type&) [188]
                0.00    0.00      85/85          void __gnu_cxx::new_allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::construct<std::vector<unsigned char, std::allocator<unsigned char> >, std::vector<unsigned char, std::allocator<unsigned char> > const&>(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> > const&) [267]
-----------------------------------------------
                0.00    0.00      14/85          void std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_M_emplace_back_aux<std::vector<unsigned char, std::allocator<unsigned char> > const&>(std::vector<unsigned char, std::allocator<unsigned char> > const&) [389]
                0.00    0.00      71/85          std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::push_back(std::vector<unsigned char, std::allocator<unsigned char> > const&) [289]
[283]    0.0    0.00    0.00      85         _ZNSt16allocator_traitsISaISt6vectorIhSaIhEEEE9constructIS2_IRKS2_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS3_PT_DpOS8_ [283]
                0.00    0.00      85/269         std::vector<unsigned char, std::allocator<unsigned char> > const& std::forward<std::vector<unsigned char, std::allocator<unsigned char> > const&>(std::remove_reference<std::vector<unsigned char, std::allocator<unsigned char> > const&>::type&) [188]
                0.00    0.00      85/85          std::enable_if<std::allocator_traits<std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::__construct_helper<std::vector<unsigned char, std::allocator<unsigned char> >, std::vector<unsigned char, std::allocator<unsigned char> > const&>::value, void>::type std::allocator_traits<std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_S_construct<std::vector<unsigned char, std::allocator<unsigned char> >, std::vector<unsigned char, std::allocator<unsigned char> > const&>(std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > >&, std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> > const&) [282]
-----------------------------------------------
                0.00    0.00      85/85          __gnu_cxx::__alloc_traits<std::allocator<unsigned char> >::_S_select_on_copy(std::allocator<unsigned char> const&) [268]
[284]    0.0    0.00    0.00      85         std::allocator_traits<std::allocator<unsigned char> >::select_on_container_copy_construction(std::allocator<unsigned char> const&) [284]
                0.00    0.00      85/85          std::enable_if<!std::allocator_traits<std::allocator<unsigned char> >::__select_helper<std::allocator<unsigned char> const>::value, std::allocator<unsigned char> const>::type std::allocator_traits<std::allocator<unsigned char> >::_S_select<std::allocator<unsigned char> const>(std::allocator<unsigned char> const&) [285]
-----------------------------------------------
                0.00    0.00      85/85          std::allocator_traits<std::allocator<unsigned char> >::select_on_container_copy_construction(std::allocator<unsigned char> const&) [284]
[285]    0.0    0.00    0.00      85         std::enable_if<!std::allocator_traits<std::allocator<unsigned char> >::__select_helper<std::allocator<unsigned char> const>::value, std::allocator<unsigned char> const>::type std::allocator_traits<std::allocator<unsigned char> >::_S_select<std::allocator<unsigned char> const>(std::allocator<unsigned char> const&) [285]
                0.00    0.00      85/296         std::allocator<unsigned char>::allocator(std::allocator<unsigned char> const&) [186]
-----------------------------------------------
                0.00    0.00      85/85          main [1]
[286]    0.0    0.00    0.00      85         std::istream_iterator<std::string, char, std::char_traits<char>, long>::istream_iterator(std::istream&) [286]
                0.00    0.00      85/680         std::iterator<std::input_iterator_tag, std::string, long, std::string const*, std::string const&>::iterator() [150]
                0.00    0.00      85/344         std::istream_iterator<std::string, char, std::char_traits<char>, long>::_M_read() [172]
-----------------------------------------------
                0.00    0.00      85/85          main [1]
[287]    0.0    0.00    0.00      85         std::istream_iterator<std::string, char, std::char_traits<char>, long>::istream_iterator() [287]
                0.00    0.00      85/680         std::iterator<std::input_iterator_tag, std::string, long, std::string const*, std::string const&>::iterator() [150]
-----------------------------------------------
                0.00    0.00      85/85          unsigned char* std::uninitialized_copy<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*) [304]
[288]    0.0    0.00    0.00      85         unsigned char* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*) [288]
                0.00    0.00      85/85          unsigned char* std::copy<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*) [306]
-----------------------------------------------
                0.00    0.00      85/85          main [1]
[289]    0.0    0.00    0.00      85         std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::push_back(std::vector<unsigned char, std::allocator<unsigned char> > const&) [289]
                0.00    0.00      71/85          _ZNSt16allocator_traitsISaISt6vectorIhSaIhEEEE9constructIS2_IRKS2_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS3_PT_DpOS8_ [283]
                0.00    0.00      14/14          void std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_M_emplace_back_aux<std::vector<unsigned char, std::allocator<unsigned char> > const&>(std::vector<unsigned char, std::allocator<unsigned char> > const&) [389]
-----------------------------------------------
                0.00    0.00      85/85          void std::vector<std::string, std::allocator<std::string> >::_M_initialize_dispatch<std::istream_iterator<std::string, char, std::char_traits<char>, long> >(std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::__false_type) [291]
[290]    0.0    0.00    0.00      85         void std::vector<std::string, std::allocator<std::string> >::_M_range_initialize<std::istream_iterator<std::string, char, std::char_traits<char>, long> >(std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::input_iterator_tag) [290]
                0.00    0.00     344/344         bool std::operator!=<std::string, char, std::char_traits<char>, long>(std::istream_iterator<std::string, char, std::char_traits<char>, long> const&, std::istream_iterator<std::string, char, std::char_traits<char>, long> const&) [173]
                0.00    0.00     259/259         std::istream_iterator<std::string, char, std::char_traits<char>, long>::operator*() const [193]
                0.00    0.00     259/259         void std::vector<std::string, std::allocator<std::string> >::emplace_back<std::string const&>(std::string const&) [199]
                0.00    0.00     259/259         std::istream_iterator<std::string, char, std::char_traits<char>, long>::operator++() [198]
-----------------------------------------------
                0.00    0.00      85/85          std::vector<std::string, std::allocator<std::string> >::vector<std::istream_iterator<std::string, char, std::char_traits<char>, long>, void>(std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::allocator<std::string> const&) [294]
[291]    0.0    0.00    0.00      85         void std::vector<std::string, std::allocator<std::string> >::_M_initialize_dispatch<std::istream_iterator<std::string, char, std::char_traits<char>, long> >(std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::__false_type) [291]
                0.00    0.00     170/510         std::istream_iterator<std::string, char, std::char_traits<char>, long>::istream_iterator(std::istream_iterator<std::string, char, std::char_traits<char>, long> const&) [157]
                0.00    0.00     170/680         std::istream_iterator<std::string, char, std::char_traits<char>, long>::~istream_iterator() [149]
                0.00    0.00      85/85          void std::vector<std::string, std::allocator<std::string> >::_M_range_initialize<std::istream_iterator<std::string, char, std::char_traits<char>, long> >(std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::input_iterator_tag) [290]
-----------------------------------------------
                0.00    0.00      85/85          main [1]
[292]    0.0    0.00    0.00      85         std::vector<std::string, std::allocator<std::string> >::end() [292]
                0.00    0.00      85/170         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [228]
-----------------------------------------------
                0.00    0.00      85/85          main [1]
[293]    0.0    0.00    0.00      85         std::vector<std::string, std::allocator<std::string> >::begin() [293]
                0.00    0.00      85/170         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [228]
-----------------------------------------------
                0.00    0.00      85/85          main [1]
[294]    0.0    0.00    0.00      85         std::vector<std::string, std::allocator<std::string> >::vector<std::istream_iterator<std::string, char, std::char_traits<char>, long>, void>(std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::allocator<std::string> const&) [294]
                0.00    0.00     170/510         std::istream_iterator<std::string, char, std::char_traits<char>, long>::istream_iterator(std::istream_iterator<std::string, char, std::char_traits<char>, long> const&) [157]
                0.00    0.00     170/680         std::istream_iterator<std::string, char, std::char_traits<char>, long>::~istream_iterator() [149]
                0.00    0.00      85/85          std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(std::allocator<std::string> const&) [277]
                0.00    0.00      85/85          void std::vector<std::string, std::allocator<std::string> >::_M_initialize_dispatch<std::istream_iterator<std::string, char, std::char_traits<char>, long> >(std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::istream_iterator<std::string, char, std::char_traits<char>, long>, std::__false_type) [291]
-----------------------------------------------
                0.00    0.00      85/85          main [1]
[295]    0.0    0.00    0.00      85         std::vector<std::string, std::allocator<std::string> >::~vector() [295]
                0.00    0.00      85/535         std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() [155]
                0.00    0.00      85/310         void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>&) [179]
                0.00    0.00      85/85          std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [278]
-----------------------------------------------
                0.00    0.00      85/85          std::vector<char, std::allocator<char> >::insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned long, char const&) [297]
[296]    0.0    0.00    0.00      85         std::vector<char, std::allocator<char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned long, char const&) [296]
                0.00    0.00     340/126934      std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() [40]
                0.00    0.00     170/509         __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::base() const [158]
                0.00    0.00     170/914         char* std::__uninitialized_move_if_noexcept_a<char*, char*, std::allocator<char> >(char*, char*, char*, std::allocator<char>&) [136]
                0.00    0.00      85/829         std::vector<char, std::allocator<char> >::_M_check_len(unsigned long, char const*) const [141]
                0.00    0.00      85/225         std::vector<char, std::allocator<char> >::begin() [212]
                0.00    0.00      85/85          __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::difference_type __gnu_cxx::operator-<char*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > const&) [269]
                0.00    0.00      85/59308       std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned long) [57]
                0.00    0.00      85/18583       void std::__uninitialized_fill_n_a<char*, unsigned long, char, char>(char*, unsigned long, char const&, std::allocator<char>&) [83]
                0.00    0.00      85/62089       void std::_Destroy<char*, char>(char*, char*, std::allocator<char>&) [50]
                0.00    0.00      85/62089       std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long) [48]
-----------------------------------------------
                0.00    0.00      85/85          std::vector<char, std::allocator<char> >::resize(unsigned long, char const&) [298]
[297]    0.0    0.00    0.00      85         std::vector<char, std::allocator<char> >::insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned long, char const&) [297]
                0.00    0.00      85/85          std::vector<char, std::allocator<char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned long, char const&) [296]
-----------------------------------------------
                0.00    0.00      85/85          PossibleCombinations::load(std::string) [31]
[298]    0.0    0.00    0.00      85         std::vector<char, std::allocator<char> >::resize(unsigned long, char const&) [298]
                0.00    0.00     170/245832      std::vector<char, std::allocator<char> >::size() const [39]
                0.00    0.00      85/225         std::vector<char, std::allocator<char> >::end() [211]
                0.00    0.00      85/85          std::vector<char, std::allocator<char> >::insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned long, char const&) [297]
-----------------------------------------------
                0.00    0.00      85/85          std::vector<unsigned char, std::allocator<unsigned char> >::clear() [300]
[299]    0.0    0.00    0.00      85         std::vector<unsigned char, std::allocator<unsigned char> >::_M_erase_at_end(unsigned char*) [299]
                0.00    0.00      85/516         std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() [156]
                0.00    0.00      85/301         void std::_Destroy<unsigned char*, unsigned char>(unsigned char*, unsigned char*, std::allocator<unsigned char>&) [182]
-----------------------------------------------
                0.00    0.00      85/85          main [1]
[300]    0.0    0.00    0.00      85         std::vector<unsigned char, std::allocator<unsigned char> >::clear() [300]
                0.00    0.00      85/85          std::vector<unsigned char, std::allocator<unsigned char> >::_M_erase_at_end(unsigned char*) [299]
-----------------------------------------------
                0.00    0.00      85/85          void __gnu_cxx::new_allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::construct<std::vector<unsigned char, std::allocator<unsigned char> >, std::vector<unsigned char, std::allocator<unsigned char> > const&>(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> > const&) [267]
[301]    0.0    0.00    0.00      85         std::vector<unsigned char, std::allocator<unsigned char> >::vector(std::vector<unsigned char, std::allocator<unsigned char> > const&) [301]
                0.00    0.00      85/93          std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() const [260]
                0.00    0.00      85/105         std::vector<unsigned char, std::allocator<unsigned char> >::size() const [256]
                0.00    0.00      85/85          __gnu_cxx::__alloc_traits<std::allocator<unsigned char> >::_S_select_on_copy(std::allocator<unsigned char> const&) [268]
                0.00    0.00      85/85          std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base(unsigned long, std::allocator<unsigned char> const&) [281]
                0.00    0.00      85/516         std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() [156]
                0.00    0.00      85/297         std::allocator<unsigned char>::~allocator() [184]
                0.00    0.00      85/85          std::vector<unsigned char, std::allocator<unsigned char> >::end() const [270]
                0.00    0.00      85/85          std::vector<unsigned char, std::allocator<unsigned char> >::begin() const [271]
                0.00    0.00      85/85          unsigned char* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, unsigned char>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, std::allocator<unsigned char>&) [305]
-----------------------------------------------
                0.00    0.00      85/85          unsigned char* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*) [303]
[302]    0.0    0.00    0.00      85         unsigned char* std::__copy_move_a<false, unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*) [302]
                0.00    0.00      85/85          unsigned char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned char>(unsigned char const*, unsigned char const*, unsigned char*) [274]
-----------------------------------------------
                0.00    0.00      85/85          unsigned char* std::copy<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*) [306]
[303]    0.0    0.00    0.00      85         unsigned char* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*) [303]
                0.00    0.00     170/170         std::_Niter_base<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >) [234]
                0.00    0.00      85/97          std::_Niter_base<unsigned char*>::iterator_type std::__niter_base<unsigned char*>(unsigned char*) [259]
                0.00    0.00      85/85          unsigned char* std::__copy_move_a<false, unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*) [302]
-----------------------------------------------
                0.00    0.00      85/85          unsigned char* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, unsigned char>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, std::allocator<unsigned char>&) [305]
[304]    0.0    0.00    0.00      85         unsigned char* std::uninitialized_copy<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*) [304]
